Rk,Age,Name, Pos, GP, G, A, P, PIM, +/-, PPG, SHG, GWG, G/GP, A/GP, P/GP,
824,21,Scott Nichol,F,2,0,0,0,10,0,0,0,0,0.000,0.000,0.000,
825,19,Wayne Primeau,F,2,0,0,0,0,0,0,0,0,0.000,0.000,0.000,
826,23,Steve Shields,G,2,0,0,0,2,,0,0,0,0.000,0.000,0.000,
827,21,Nick Stajduhar,D,2,0,0,0,4,2,0,0,0,0.000,0.000,0.000,
828,22,Niklas Sundblad,F,2,0,0,0,0,0,0,0,0,0.000,0.000,0.000,
829,25,Wes Walz,F,2,0,0,0,0,0,0,0,0,0.000,0.000,0.000,
830,19,Nolan Baumgartner,D,1,0,0,0,0,-1,0,0,0,0.000,0.000,0.000,
831,28,Sergei Bautin,D,1,0,0,0,2,-1,0,0,0,0.000,0.000,0.000,
832,23,Drake Berehowsky,D,1,0,0,0,0,1,0,0,0,0.000,0.000,0.000,
833,29,Tom Draper,G,1,0,0,0,0,,0,0,0,0.000,0.000,0.000,
834,19,Patrik Elia?,F,1,0,0,0,0,-1,0,0,0,0.000,0.000,0.000,
835,20,Anders Eriksson,D,1,0,0,0,2,1,0,0,0,0.000,0.000,0.000,
836,19,Sean Haggerty,F,1,0,0,0,0,0,0,0,0,0.000,0.000,0.000,
837,24,David Harlock,D,1,0,0,0,0,0,0,0,0,0.000,0.000,0.000,
838,20,Matt Johnson,F,1,0,0,0,5,0,0,0,0,0.000,0.000,0.000,
839,26,Fred Knipscheer,F,1,0,0,0,2,0,0,0,0,0.000,0.000,0.000,
840,31,Mark Lamb,F,1,0,0,0,0,0,0,0,0,0.000,0.000,0.000,
841,20,Scott Langkow,G,1,0,0,0,0,,0,0,0,0.000,0.000,0.000,
842,23,John Lilley,F,1,0,0,0,0,-1,0,0,0,0.000,0.000,0.000,
843,28,Rob Murray,F,1,0,0,0,2,-1,0,0,0,0.000,0.000,0.000,
844,24,Jamie Ram,G,1,0,0,0,0,,0,0,0,0.000,0.000,0.000,
845,25,Travis Richards,D,1,0,0,0,2,-1,0,0,0,0.000,0.000,0.000,
846,24,Jarrod Skalde,F,1,0,0,0,0,0,0,0,0,0.000,0.000,0.000,
847,20,Jason Strudwick,D,1,0,0,0,7,0,0,0,0,0.000,0.000,0.000,
848,22,Robbie Tallas,G,1,0,0,0,0,,0,0,0,0.000,0.000,0.000,
849,19,Jose Theodore,G,1,0,0,0,0,,0,0,0,0.000,0.000,0.000,
850,21,Jeff Toms,F,1,0,0,0,0,0,0,0,0,0.000,0.000,0.000,
851,19,Vaclav Varad'a,F,1,0,0,0,0,0,0,0,0,0.000,0.000,0.000,
852,20,Alexander Vasilevski,F,1,0,0,0,0,-1,0,0,0,0.000,0.000,0.000,
853,26,Jim Waite,G,1,0,0,0,0,,0,0,0,0.000,0.000,0.000,
854,20,Jordan Willis,G,1,0,0,0,0,,0,0,0,0.000,0.000,0.000,
855,19,Richard Zednik,F,1,0,0,0,0,0,0,0,0,0.000,0.000,0.000,
